X0,X1,target
3.1640461582900836,-0.8916296597266784,1
0.13209020350326373,0.8784149962769723,1
1.473262229203138,-0.797926776837506,1
-2.113856762703919,0.48491160371762726,0
-1.6043232369348588,0.4054367691392343,0
-1.412826164634477,1.541524354697505,0
0.41077680546676165,1.6375060911557238,0
2.756099153636618,-0.8931606349312583,1
1.6963861943885439,1.3434455311162834,0
1.8440596238680242,-0.16877927206878515,0
0.7794599145928314,1.6357137116526297,0
-0.6606322932204961,1.854252593830242,0
2.334659592307061,-1.1957764036605694,1
-1.1931947018810178,1.7950741399688792,0
3.8507172293817846,0.3663753941703603,1
2.2591738259463336,0.672055783214043,0
2.2506579009444776,-0.8114321491562072,1
2.1971353865972914,-1.0375967461908548,1
1.1402138508236725,1.3455955979591696,0
-0.6170384282448469,1.7868867586642254,0
-0.05292008017063807,0.29782793489436116,1
3.667708567043444,-0.34760971800736595,1
-0.0220618110028932,1.7284933807481746,0
-1.975998726717053,0.7664388343088117,0
1.0472797537148895,-0.28820416080326383,1
0.9249801611880685,1.8233213735791143,0
-1.8093883338297665,0.9883123041194488,0
4.023382874172057,0.32597935839990333,1
1.5436285471080387,1.0617752410727739,0
1.5115968066421004,-1.1388614405849127,1
1.7402373213461235,1.4974541667561032,0
-2.071933232291695,0.2389213063327775,0
3.494382818304759,-0.8489587418811704,1
-0.3774373361376004,2.3447700637543445,0
4.246840467477137,-0.1385162534793976,1
1.745586101178307,0.6639483134859002,0
0.6988394732522618,-0.8439348658371746,1
0.8283084790198064,-0.36008019625518684,1
-1.2560601347748341,1.6070503101685283,0
1.139269883095371,1.8189832642591794,0
-1.9943801073303598,-0.23941741266766034,0
-0.9862987592942044,1.7266424018465205,0
1.5825872760894004,0.7313071654510618,0
4.112092048961313,0.6137874583505194,1
-0.46325938863852056,1.9203768130137622,0
0.6620376629164778,2.0003375992425467,0
3.0593548260727697,-0.81569541440938,1
0.16973837424721452,2.173635826219261,0
0.604431326605879,-0.6800617715462205,1
1.139059607704936,1.6288041211596747,0
-0.27800276056169554,2.0227681307805727,0
2.1632154355345516,0.4128014298545965,0
0.8047971313673254,1.6038757413730407,0
-1.3596613721619941,1.3907982489209734,0
1.6855395480495128,1.1944935977770657,0
2.615841425211609,-0.5921370528985548,1
1.967212328849461,0.7176339229263673,0
0.7244222093410275,-0.9505770040362693,1
-1.3144699718259767,1.477413006180142,0
3.3368124306329556,-0.20127858609665777,1
0.4148001277673123,0.10255646025174664,1
3.8080210735772186,1.2209856436900297,1
0.19225833317479907,1.1049098750566373,1
-2.117547546843666,0.8946114581663883,0
0.06317818143046315,1.0118562568106393,1
1.2570258632172628,-0.779143684283478,1
-2.3503935559790508,0.21284575178021634,0
1.463320003219276,-0.5944194652707447,1
0.4024842453316586,-0.19573737778661332,1
4.54036763694446,0.7380083169976183,1
2.566738509305666,-0.8792159650504168,1
-1.6212422663330535,0.911654867453326,0
0.37858846437303817,-0.3702810227577957,1
-1.9286110327434223,0.13826640214445973,0
3.9523993901198677,0.7768080903584783,1
0.07618758901827899,-0.030471697627120792,1
1.6004895055057442,-1.0525761027699503,1
-0.7058106225734524,1.7061164079318323,0
4.025134004201733,0.15374338994466114,1
0.06268427940810045,-0.24122217103463175,1
0.450298245533335,-0.7171639164176415,1
3.2341881279420854,-0.2845596404167199,1
-1.5700873751867575,1.0530014499569122,0
-0.4376957070292687,1.630155542198515,0
1.7592376612097889,0.22713957079976482,0
-0.01664195055720482,0.6068106415644858,1
0.4587121181333947,1.8679740582493356,0
2.361489558871809,0.12059337652473265,0
0.009363544350880687,1.899751591100883,0
3.354146377557434,-0.27223637084610874,1
3.3443298509404955,0.10377006935892402,1
1.827639756528696,-0.8436078315162552,1
3.3350730382912244,-0.3768171026070755,1
2.846796218065304,-0.6855940932616652,1
0.9018091311517156,1.7694884197822998,0
0.3757338612318613,-0.2934645181330566,1
1.873554490939264,-1.0366441441656575,1
1.1004411634566984,1.4480075821432319,0
3.7747942593411916,-0.026468481769638758,1
-0.06958078331801201,0.9032999310579897,1
3.8854344718653913,2.7746546188034147,2
