X0,X1,X2,X3,X4,X5,target
0.30282698215725784,0.13129325988679777,-0.9066398860761593,-0.18175469784603035,0.0901399686990057,-1.1025483631845767,0.0
0.6477538612101019,0.40700973982744587,-1.3974457909477018,-0.5881200678399767,0.017539863983095327,-1.1986640767214307,0.0
0.22165295909000593,-0.4090641120334648,-1.9490028141497566,-1.0460350253912634,-0.15644042524322652,-0.8749577470213051,0.0
-0.14477816493513967,-0.25655485185650756,-0.5472834282134745,-0.9065646325330474,0.18567212319504145,-1.5966762009901863,0.0
-0.028907651059040595,0.20715171849251415,-1.6968592751125227,-0.6572776775266469,-0.0259132945466559,-1.1264356010167387,0.0
-0.04717330843675629,0.7372620739724668,-1.197120235572469,-1.251368132536452,0.42475988215150107,-1.5120516777740816,0.0
0.2111064119185429,-0.42318630249156713,-1.774705674619862,-0.7313983432822162,0.3981351733165621,-0.9342554547896468,0.0
0.10770409562686573,0.08172104757189615,-1.8407531294717128,-1.111335942749486,0.018419852719166713,-0.5666495806577542,0.0
0.25404458620357884,-0.36332743000170786,-1.0488098684011329,-0.972590564825735,-0.05006958876785562,-0.7515186903098783,0.0
0.4730714280903386,0.4568882012839142,-1.5598859428379699,-0.941145535680714,0.26918797614772977,-0.6005057333634062,0.0
-0.008129648667435641,0.11686518537502329,-1.677239302243351,-1.3087690373434622,0.4215871818896659,-0.4425096185169247,0.0
0.1216089392415162,0.478883677885973,-1.0323120324472697,-1.0803656569592484,0.2787297967570744,-0.3670603635605575,0.0
0.13313861874164581,0.6496992334416832,-2.3421294560037684,-0.4723438338864608,0.19185307428893403,-1.1294708938126534,0.0
0.17379282336430799,-0.4316793626745672,-1.2876994518237819,-0.6649805990040892,0.6322863566224544,-1.2204694365089668,0.0
-0.11306382062816885,0.020637361992859166,-0.7890246279471099,-0.6767352861840137,-0.003468521807432659,-0.7923603638187093,0.0
0.17548695742322035,0.4682629631810959,-1.4996251604466149,-0.9487922248675512,0.04012113651247731,-1.6127651944204182,0.0
0.23890984120869874,0.25285570331390617,-1.188943959651868,-0.9102163689964371,-0.2839108442445946,-1.17995312241094,0.0
0.035351814563457866,-0.07084819335103447,-1.2620485110242738,-0.6455265643928145,0.761578310038339,-0.9329234339825315,0.0
0.22661995025342818,0.15072110510936648,-2.034168892349878,-0.8239783580580408,0.18336109988684857,0.016918726123306957,0.0
0.08326040157136129,0.26518245941554325,-1.2064404732165048,-1.297359543571805,0.5261808509576972,-0.6933092934297069,0.0
0.3966082695271826,-0.10345509955633599,-0.5748974301312264,-1.3940004002384734,0.3501256763942646,-0.09629320530350413,0.0
-0.17106983043780014,0.0009896311616416948,-1.1474103903748956,-1.0216598645422739,-0.3267533740883353,-0.9769217445993201,0.0
-0.19393775833796742,0.3175571054617164,-1.5951233522861812,-0.17060384270776058,-0.08374104274865016,-1.1390388407540433,0.0
0.40377296578697963,-0.20132035689443203,-1.091259940639888,-0.2712312334669293,-0.344746246760644,-0.928749970809405,0.0
